source_value,source_value_high,source_currency,source_last_update,effect_id,effect_name,item_name,bp_price_ref,bp_price_keys,bp_price_all,slot,summary,defindex,scrape_timestamp
36,36,keys,1690457392,3075,Smissmas Swirls,Taunt: Conga,2323.98,36 keys,"2,323.98 ref",taunt,Level 1-100 Special Taunt,1118,2026-09-11T04:38:28+00:00
9.5,9.5,keys,1698346311,3075,Smissmas Swirls,Taunt: Didgeridrongo,613.2725,9.5 keys,613.27 ref,taunt,Level 1-100 Special Taunt,30839,2026-09-11T04:38:28+00:00
9.5,9.5,keys,1712592814,3075,Smissmas Swirls,Taunt: Flippin' Awesome,613.2725,9.5 keys,613.27 ref,taunt,Level 1-100 Special Taunt,1107,2026-09-11T04:38:28+00:00
5,5,keys,1653994013,3075,Smissmas Swirls,Taunt: Fresh Brewed Victory,322.775,5 keys,322.78 ref,taunt,Level 1-100 Special Taunt,1113,2026-09-11T04:38:28+00:00
40,40,keys,1679121545,3075,Smissmas Swirls,Taunt: Kazotsky Kick,2582.2,40 keys,"2,582.20 ref",taunt,Level 1-100 Special Taunt,1157,2026-09-11T04:38:28+00:00
5,5.5,keys,1751688288,3075,Smissmas Swirls,Taunt: Luxury Lounge,322.775,5–5.5 keys,322.78 ref,taunt,Level 1-100 Special Taunt,30922,2026-09-11T04:38:28+00:00
23,23,keys,1788696655,3075,Smissmas Swirls,Taunt: Mannrobics,1484.765,23 keys,"1,484.77 ref",taunt,Level 1-100 Special Taunt,1162,2026-09-11T04:38:28+00:00
26,26,keys,1776796119,3075,Smissmas Swirls,Taunt: Rancho Relaxo,1678.43,26 keys,"1,678.43 ref",taunt,Level 1-100 Special Taunt,1115,2026-09-11T04:38:28+00:00
20,20,keys,1688903646,3075,Smissmas Swirls,"Taunt: Rock, Paper, Scissors",1291.1,20 keys,"1,291.10 ref",taunt,Level 1-100 Special Taunt,1110,2026-09-11T04:38:28+00:00
6.5,6.5,keys,1773010654,3075,Smissmas Swirls,Taunt: Runner's Rhythm,419.6075,6.5 keys,419.61 ref,taunt,Level 1-100 Special Taunt,30921,2026-09-11T04:38:28+00:00
8,8,keys,1688584810,3075,Smissmas Swirls,Taunt: Scorcher's Solo,516.44,8 keys,516.44 ref,taunt,Level 1-100 Special Taunt,31157,2026-09-11T04:38:28+00:00
12,12,keys,1773010473,3075,Smissmas Swirls,Taunt: Scotsmann's Stagger,774.66,12 keys,774.66 ref,taunt,Level 1-100 Special Taunt,30840,2026-09-11T04:38:28+00:00
10,10,keys,1771458482,3075,Smissmas Swirls,Taunt: Surgeon's Squeezebox,645.55,10 keys,645.55 ref,taunt,Level 1-100 Special Taunt,30918,2026-09-11T04:38:28+00:00
4,4,keys,1712592634,3075,Smissmas Swirls,Taunt: Texas Truckin',258.22,4 keys,258.22 ref,taunt,Level 1-100 Special Taunt,31160,2026-09-11T04:38:28+00:00
4,4,keys,1773010534,3075,Smissmas Swirls,Taunt: The Boston Breakdance,258.22,4 keys,258.22 ref,taunt,Level 1-100 Special Taunt,30572,2026-09-11T04:38:28+00:00
15,15,keys,1647195002,3075,Smissmas Swirls,Taunt: The Dueling Banjo,968.325,15 keys,968.33 ref,taunt,Level 1-100 Special Taunt,30842,2026-09-11T04:38:28+00:00
12,12,keys,1773010569,3075,Smissmas Swirls,Taunt: The Fist Bump,774.66,12 keys,774.66 ref,taunt,Level 1-100 Special Taunt,31162,2026-09-11T04:38:28+00:00
10,10,keys,1685795850,3075,Smissmas Swirls,Taunt: The High Five!,645.55,10 keys,645.55 ref,taunt,Level 5 Special Taunt,167,2026-09-11T04:38:28+00:00
11,11,keys,1712757521,3075,Smissmas Swirls,Taunt: The Meet the Medic,710.105,11 keys,710.11 ref,taunt,Level 5 Special Taunt,477,2026-09-11T04:38:28+00:00
10,10,keys,1692356402,3075,Smissmas Swirls,Taunt: The Profane Puppeteer,645.55,10 keys,645.55 ref,taunt,Level 1-100 Special Taunt,31202,2026-09-11T04:38:28+00:00
2.9,2.9,keys,1776282245,3075,Smissmas Swirls,Taunt: The Russian Arms Race,187.2095,2.9 keys,187.21 ref,taunt,Level 1-100 Special Taunt,30843,2026-09-11T04:38:28+00:00
36,36,keys,1771458837,3075,Smissmas Swirls,Taunt: The Schadenfreude,2323.98,36 keys,"2,323.98 ref",taunt,Level 5 Special Taunt,463,2026-09-11T04:38:28+00:00
8,8,keys,1712592700,3075,Smissmas Swirls,Taunt: The Shred Alert,516.44,8 keys,516.44 ref,taunt,Level 5 Special Taunt,1015,2026-09-11T04:38:28+00:00
5.5,8,keys,1730967978,3075,Smissmas Swirls,Taunt: The Skating Scorcher,355.0525,5.5–8 keys,355.05 ref,taunt,Level 1-100 Special Taunt,30919,2026-09-11T04:38:28+00:00
18,18,keys,1773471139,3075,Smissmas Swirls,Taunt: The Table Tantrum,1161.99,18 keys,"1,161.99 ref",taunt,Level 1-100 Special Taunt,1174,2026-09-11T04:38:28+00:00
2.8,2.8,keys,1737939964,3075,Smissmas Swirls,Taunt: The Trackman's Touchdown,180.754,2.8 keys,180.75 ref,taunt,Level 1-100 Special Taunt,30917,2026-09-11T04:38:28+00:00
20,20,keys,1693707027,3075,Smissmas Swirls,Taunt: The Victory Lap,1291.1,20 keys,"1,291.10 ref",taunt,Level 1-100 Special Taunt,1172,2026-09-11T04:38:28+00:00
6.5,7,keys,1764862323,3077,Minty Cypress,Taunt: Didgeridrongo,419.6075,6.5–7 keys,419.61 ref,taunt,Level 1-100 Special Taunt,30839,2026-09-11T04:38:28+00:00
9,9,keys,1678610836,3077,Minty Cypress,Taunt: Doctor's Defibrillators,580.995,9 keys,581.00 ref,taunt,Level 1-100 Special Taunt,31236,2026-09-11T04:38:28+00:00
19,19,keys,1758982840,3077,Minty Cypress,Taunt: Fresh Brewed Victory,1226.545,19 keys,"1,226.55 ref",taunt,Level 1-100 Special Taunt,1113,2026-09-11T04:38:28+00:00
2.7,2.75,keys,1765014928,3077,Minty Cypress,Taunt: I See You,174.2985,2.7–2.75 keys,174.30 ref,taunt,Level 1-100 Special Taunt,1116,2026-09-11T04:38:28+00:00
26,26,keys,1782865095,3077,Minty Cypress,Taunt: Kazotsky Kick,1678.43,26 keys,"1,678.43 ref",taunt,Level 1-100 Special Taunt,1157,2026-09-11T04:38:28+00:00
14,14,keys,1765656798,3077,Minty Cypress,Taunt: Rancho Relaxo,903.77,14 keys,903.77 ref,taunt,Level 1-100 Special Taunt,1115,2026-09-11T04:38:28+00:00
3.5,3.5,keys,1784033387,3077,Minty Cypress,Taunt: Rocket Jockey,225.9425,3.5 keys,225.94 ref,taunt,Level 1-100 Special Taunt,31155,2026-09-11T04:38:28+00:00
6,6,keys,1736017713,3077,Minty Cypress,Taunt: Skullcracker,387.33,6 keys,387.33 ref,taunt,Level 1-100 Special Taunt,1111,2026-09-11T04:38:28+00:00
7,7,keys,1757368627,3077,Minty Cypress,Taunt: Surgeon's Squeezebox,451.885,7 keys,451.89 ref,taunt,Level 1-100 Special Taunt,30918,2026-09-11T04:38:28+00:00
5,5,keys,1747934701,3077,Minty Cypress,Taunt: Texas Truckin',322.775,5 keys,322.78 ref,taunt,Level 1-100 Special Taunt,31160,2026-09-11T04:38:28+00:00
3.4,3.4,keys,1742892857,3077,Minty Cypress,Taunt: The Carlton,219.487,3.4 keys,219.49 ref,taunt,Level 1-100 Special Taunt,1168,2026-09-11T04:38:28+00:00
13,18,keys,1661302060,3077,Minty Cypress,Taunt: The Fist Bump,839.215,13–18 keys,839.22 ref,taunt,Level 1-100 Special Taunt,31162,2026-09-11T04:38:28+00:00
19,19,keys,1782297246,3077,Minty Cypress,Taunt: The Homerunner's Hobby,1226.545,19 keys,"1,226.55 ref",taunt,Level 1-100 Special Taunt,31233,2026-09-11T04:38:28+00:00
8,8,keys,1747934694,3077,Minty Cypress,Taunt: The Hot Wheeler,516.44,8 keys,516.44 ref,taunt,Level 1-100 Special Taunt,31239,2026-09-11T04:38:28+00:00
7,7.5,keys,1690398931,3077,Minty Cypress,Taunt: The Killer Solo,451.885,7–7.5 keys,451.89 ref,taunt,Level 1-100 Special Taunt,30609,2026-09-11T04:38:28+00:00
10,10,keys,1736060497,3077,Minty Cypress,Taunt: The Pooped Deck,645.55,10 keys,645.55 ref,taunt,Level 1-100 Special Taunt,31153,2026-09-11T04:38:28+00:00
2.95,2.95,keys,1774779250,3077,Minty Cypress,Taunt: The Russian Arms Race,190.43725,2.95 keys,190.44 ref,taunt,Level 1-100 Special Taunt,30843,2026-09-11T04:38:28+00:00
41,41,keys,1714923004,3077,Minty Cypress,Taunt: The Schadenfreude,2646.755,41 keys,"2,646.76 ref",taunt,Level 5 Special Taunt,463,2026-09-11T04:38:28+00:00
3.7,3.7,keys,1736060342,3077,Minty Cypress,Taunt: The Soviet Strongarm,238.8535,3.7 keys,238.85 ref,taunt,Level 1-100 Special Taunt,30844,2026-09-11T04:38:28+00:00
7,7,keys,1737621745,3077,Minty Cypress,Taunt: Yeti Smash,451.885,7 keys,451.89 ref,taunt,Level 1-100 Special Taunt,1183,2026-09-11T04:38:28+00:00
10,10,keys,1711400780,3077,Minty Cypress,Taunt: Zoomin' Broom,645.55,10 keys,645.55 ref,taunt,Level 1-100 Special Taunt,30672,2026-09-11T04:38:28+00:00
7,7,keys,1764862306,3078,Pristine Pine,Taunt: Burstchester,451.885,7 keys,451.89 ref,taunt,Level 1-100 Special Taunt,30621,2026-09-11T04:38:28+00:00
31,31,keys,1661252286,3078,Pristine Pine,Taunt: Conga,2001.205,31 keys,"2,001.21 ref",taunt,Level 1-100 Special Taunt,1118,2026-09-11T04:38:28+00:00
26,26,keys,1712180182,3078,Pristine Pine,Taunt: Didgeridrongo,1678.43,26 keys,"1,678.43 ref",taunt,Level 1-100 Special Taunt,30839,2026-09-11T04:38:28+00:00
60,60,keys,1714923070,3078,Pristine Pine,Taunt: Kazotsky Kick,3873.3,60 keys,"3,873.30 ref",taunt,Level 1-100 Special Taunt,1157,2026-09-11T04:38:28+00:00
17,17,keys,1736060884,3078,Pristine Pine,Taunt: Mannrobics,1097.435,17 keys,"1,097.44 ref",taunt,Level 1-100 Special Taunt,1162,2026-09-11T04:38:28+00:00
4.65,4.65,keys,1753993923,3078,Pristine Pine,Taunt: Rocket Jockey,300.18075,4.65 keys,300.18 ref,taunt,Level 1-100 Special Taunt,31155,2026-09-11T04:38:28+00:00
12,12,keys,1690659854,3078,Pristine Pine,Taunt: Scotsmann's Stagger,774.66,12 keys,774.66 ref,taunt,Level 1-100 Special Taunt,30840,2026-09-11T04:38:28+00:00
17,17,keys,1702988384,3078,Pristine Pine,Taunt: Shooter's Stakeout,1097.435,17 keys,"1,097.44 ref",taunt,Level 1-100 Special Taunt,31237,2026-09-11T04:38:28+00:00
4.85,4.9,keys,1678464902,3078,Pristine Pine,Taunt: Spin-to-Win,313.09175,4.85–4.9 keys,313.09 ref,taunt,Level 1-100 Special Taunt,31161,2026-09-11T04:38:28+00:00
6,6,keys,1717315152,3078,Pristine Pine,Taunt: Texas Truckin',387.33,6 keys,387.33 ref,taunt,Level 1-100 Special Taunt,31160,2026-09-11T04:38:28+00:00
10,10,keys,1711995399,3078,Pristine Pine,Taunt: The High Five!,645.55,10 keys,645.55 ref,taunt,Level 5 Special Taunt,167,2026-09-11T04:38:28+00:00
22,22,keys,1647165654,3078,Pristine Pine,Taunt: The Hot Wheeler,1420.21,22 keys,"1,420.21 ref",taunt,Level 1-100 Special Taunt,31239,2026-09-11T04:38:28+00:00
5.5,5.5,keys,1736017199,3078,Pristine Pine,Taunt: The Meet the Medic,355.0525,5.5 keys,355.05 ref,taunt,Level 5 Special Taunt,477,2026-09-11T04:38:28+00:00
2.9,2.9,keys,1775623060,3078,Pristine Pine,Taunt: The Profane Puppeteer,187.2095,2.9 keys,187.21 ref,taunt,Level 1-100 Special Taunt,31202,2026-09-11T04:38:28+00:00
25,25,keys,1694009692,3078,Pristine Pine,Taunt: The Schadenfreude,1613.875,25 keys,"1,613.88 ref",taunt,Level 5 Special Taunt,463,2026-09-11T04:38:28+00:00
5.5,5.5,keys,1712414446,3078,Pristine Pine,Taunt: The Table Tantrum,355.0525,5.5 keys,355.05 ref,taunt,Level 1-100 Special Taunt,1174,2026-09-11T04:38:28+00:00
20,20,keys,1679164255,3078,Pristine Pine,Taunt: The Victory Lap,1291.1,20 keys,"1,291.10 ref",taunt,Level 1-100 Special Taunt,1172,2026-09-11T04:38:28+00:00
12,15,keys,1679220464,3078,Pristine Pine,Taunt: Time Out Therapy,774.66,12–15 keys,774.66 ref,taunt,Level 1-100 Special Taunt,31154,2026-09-11T04:38:28+00:00
4.75,4.75,keys,1712171794,3078,Pristine Pine,Taunt: Yeti Punch,306.63625,4.75 keys,306.64 ref,taunt,Level 1-100 Special Taunt,1182,2026-09-11T04:38:28+00:00
7,7,keys,1736061259,3078,Pristine Pine,Taunt: Yeti Smash,451.885,7 keys,451.89 ref,taunt,Level 1-100 Special Taunt,1183,2026-09-11T04:38:28+00:00
11,11,keys,1765866446,3078,Pristine Pine,Taunt: Zoomin' Broom,710.105,11 keys,710.11 ref,taunt,Level 1-100 Special Taunt,30672,2026-09-11T04:38:28+00:00
3.15,3.15,keys,1762529051,3079,Sparkly Spruce,Taunt: Bad Pipes,203.34825,3.15 keys,203.35 ref,taunt,Level 1-100 Special Taunt,30671,2026-09-11T04:38:28+00:00
7,7,keys,1712302396,3079,Sparkly Spruce,Taunt: Didgeridrongo,451.885,7 keys,451.89 ref,taunt,Level 1-100 Special Taunt,30839,2026-09-11T04:38:28+00:00
15,15,keys,1695413557,3079,Sparkly Spruce,"Taunt: Rock, Paper, Scissors",968.325,15 keys,968.33 ref,taunt,Level 1-100 Special Taunt,1110,2026-09-11T04:38:28+00:00
13,13,keys,1774976166,3079,Sparkly Spruce,Taunt: Shooter's Stakeout,839.215,13 keys,839.22 ref,taunt,Level 1-100 Special Taunt,31237,2026-09-11T04:38:28+00:00
4.45,4.45,keys,1742504033,3079,Sparkly Spruce,Taunt: Skullcracker,287.26975,4.45 keys,287.27 ref,taunt,Level 1-100 Special Taunt,1111,2026-09-11T04:38:28+00:00
9.5,9.5,keys,1693530574,3079,Sparkly Spruce,Taunt: Square Dance,613.2725,9.5 keys,613.27 ref,taunt,Level 1-100 Special Taunt,1106,2026-09-11T04:38:28+00:00
7.5,7.5,keys,1694026972,3079,Sparkly Spruce,Taunt: Texas Truckin',484.1625,7.5 keys,484.16 ref,taunt,Level 1-100 Special Taunt,31160,2026-09-11T04:38:28+00:00
4.15,4.15,keys,1732645118,3079,Sparkly Spruce,Taunt: The Balloonibouncer,267.90325,4.15 keys,267.90 ref,taunt,Level 1-100 Special Taunt,30763,2026-09-11T04:38:28+00:00
4,4,keys,1692134179,3079,Sparkly Spruce,Taunt: The Drunken Sailor,258.22,4 keys,258.22 ref,taunt,Level 1-100 Special Taunt,31201,2026-09-11T04:38:28+00:00
11,11,keys,1774976173,3079,Sparkly Spruce,Taunt: The Homerunner's Hobby,710.105,11 keys,710.11 ref,taunt,Level 1-100 Special Taunt,31233,2026-09-11T04:38:28+00:00
6,6,keys,1679121491,3079,Sparkly Spruce,Taunt: The Meet the Medic,387.33,6 keys,387.33 ref,taunt,Level 5 Special Taunt,477,2026-09-11T04:38:28+00:00
7.5,7.5,keys,1701115510,3079,Sparkly Spruce,Taunt: The Pooped Deck,484.1625,7.5 keys,484.16 ref,taunt,Level 1-100 Special Taunt,31153,2026-09-11T04:38:28+00:00
5.5,5.5,keys,1711823422,3079,Sparkly Spruce,Taunt: The Skating Scorcher,355.0525,5.5 keys,355.05 ref,taunt,Level 1-100 Special Taunt,30919,2026-09-11T04:38:28+00:00
2.05,2.7,keys,1704308886,3079,Sparkly Spruce,Taunt: The Trackman's Touchdown,132.33775,2.05–2.7 keys,132.34 ref,taunt,Level 1-100 Special Taunt,30917,2026-09-11T04:38:28+00:00
15,15,keys,1706366935,3079,Sparkly Spruce,Taunt: The Victory Lap,968.325,15 keys,968.33 ref,taunt,Level 1-100 Special Taunt,1172,2026-09-11T04:38:28+00:00
4.55,4.55,keys,1679121839,3079,Sparkly Spruce,Taunt: Yeti Smash,293.72525,4.55 keys,293.73 ref,taunt,Level 1-100 Special Taunt,1183,2026-09-11T04:38:28+00:00
4.65,4.7,keys,1676154270,3081,Festive Fever,Taunt: Bare Knuckle Beatdown,300.18075,4.65–4.7 keys,300.18 ref,taunt,Level 1-100 Special Taunt,31207,2026-09-11T04:38:28+00:00
25,25,keys,1779778810,3081,Festive Fever,Taunt: Conga,1613.875,25 keys,"1,613.88 ref",taunt,Level 1-100 Special Taunt,1118,2026-09-11T04:38:28+00:00
2.4,2.4,keys,1777794663,3081,Festive Fever,Taunt: Doctor's Defibrillators,154.932,2.4 keys,154.93 ref,taunt,Level 1-100 Special Taunt,31236,2026-09-11T04:38:28+00:00
3.7,3.7,keys,1724258737,3081,Festive Fever,Taunt: Fresh Brewed Victory,238.8535,3.7 keys,238.85 ref,taunt,Level 1-100 Special Taunt,1113,2026-09-11T04:38:28+00:00
2.55,2.55,keys,1737914988,3081,Festive Fever,Taunt: I See You,164.61525,2.55 keys,164.62 ref,taunt,Level 1-100 Special Taunt,1116,2026-09-11T04:38:28+00:00
27,27,keys,1787320410,3081,Festive Fever,Taunt: Kazotsky Kick,1742.985,27 keys,"1,742.99 ref",taunt,Level 1-100 Special Taunt,1157,2026-09-11T04:38:28+00:00
4,4,keys,1773262374,3081,Festive Fever,Taunt: Luxury Lounge,258.22,4 keys,258.22 ref,taunt,Level 1-100 Special Taunt,30922,2026-09-11T04:38:28+00:00
9,9,keys,1753817244,3081,Festive Fever,Taunt: Mannrobics,580.995,9 keys,581.00 ref,taunt,Level 1-100 Special Taunt,1162,2026-09-11T04:38:28+00:00
2.15,2.2,keys,1753859820,3081,Festive Fever,Taunt: Most Wanted,138.79325,2.15–2.2 keys,138.79 ref,taunt,Level 1-100 Special Taunt,30614,2026-09-11T04:38:28+00:00
6,6,keys,1680335137,3081,Festive Fever,Taunt: Panzer Pants,387.33,6 keys,387.33 ref,taunt,Level 1-100 Special Taunt,1196,2026-09-11T04:38:28+00:00
10,10,keys,1730926339,3081,Festive Fever,"Taunt: Rock, Paper, Scissors",645.55,10 keys,645.55 ref,taunt,Level 1-100 Special Taunt,1110,2026-09-11T04:38:28+00:00
4,4,keys,1676950643,3081,Festive Fever,Taunt: Rocket Jockey,258.22,4 keys,258.22 ref,taunt,Level 1-100 Special Taunt,31155,2026-09-11T04:38:28+00:00
5,5,keys,1763923497,3081,Festive Fever,Taunt: Second Rate Sorcery,322.775,5 keys,322.78 ref,taunt,Level 1-100 Special Taunt,30816,2026-09-11T04:38:28+00:00
5.5,5.5,keys,1753859810,3081,Festive Fever,Taunt: Shooter's Stakeout,355.0525,5.5 keys,355.05 ref,taunt,Level 1-100 Special Taunt,31237,2026-09-11T04:38:28+00:00
4,4,keys,1691825079,3081,Festive Fever,Taunt: Skullcracker,258.22,4 keys,258.22 ref,taunt,Level 1-100 Special Taunt,1111,2026-09-11T04:38:28+00:00
3,3,keys,1756067253,3081,Festive Fever,Taunt: Soldier's Requiem,193.665,3 keys,193.67 ref,taunt,Level 1-100 Special Taunt,30673,2026-09-11T04:38:28+00:00
8,8,keys,1758467307,3081,Festive Fever,Taunt: Square Dance,516.44,8 keys,516.44 ref,taunt,Level 1-100 Special Taunt,1106,2026-09-11T04:38:28+00:00
6,6,keys,1784037214,3081,Festive Fever,Taunt: Surgeon's Squeezebox,387.33,6 keys,387.33 ref,taunt,Level 1-100 Special Taunt,30918,2026-09-11T04:38:28+00:00
3.55,3.55,keys,1750891257,3081,Festive Fever,Taunt: The Balloonibouncer,229.17025,3.55 keys,229.17 ref,taunt,Level 1-100 Special Taunt,30763,2026-09-11T04:38:28+00:00
3.5,5,keys,1652370321,3081,Festive Fever,Taunt: The Bunnyhopper,225.9425,3.5–5 keys,225.94 ref,taunt,Level 1-100 Special Taunt,30920,2026-09-11T04:38:28+00:00
4,4,keys,1734985219,3081,Festive Fever,Taunt: The Carlton,258.22,4 keys,258.22 ref,taunt,Level 1-100 Special Taunt,1168,2026-09-11T04:38:28+00:00
3.8,4,keys,1661846821,3081,Festive Fever,Taunt: The Fubar Fanfare,245.309,3.8–4 keys,245.31 ref,taunt,Level 1-100 Special Taunt,30761,2026-09-11T04:38:28+00:00
5.5,5.5,keys,1774861127,3081,Festive Fever,Taunt: The Homerunner's Hobby,355.0525,5.5 keys,355.05 ref,taunt,Level 1-100 Special Taunt,31233,2026-09-11T04:38:28+00:00
7,7,keys,1689496420,3081,Festive Fever,Taunt: The Hot Wheeler,451.885,7 keys,451.89 ref,taunt,Level 1-100 Special Taunt,31239,2026-09-11T04:38:28+00:00
2.6,2.6,keys,1786384528,3081,Festive Fever,Taunt: The Jumping Jack,167.843,2.6 keys,167.84 ref,taunt,Level 1-100 Special Taunt,30845,2026-09-11T04:38:28+00:00
5,5,keys,1773472911,3081,Festive Fever,Taunt: The Killer Solo,322.775,5 keys,322.78 ref,taunt,Level 1-100 Special Taunt,30609,2026-09-11T04:38:28+00:00
2.65,3,keys,1680457561,3081,Festive Fever,Taunt: The Proletariat Posedown,171.07075,2.65–3 keys,171.07 ref,taunt,Level 1-100 Special Taunt,30616,2026-09-11T04:38:28+00:00
32,32,keys,1770323779,3081,Festive Fever,Taunt: The Schadenfreude,2065.76,32 keys,"2,065.76 ref",taunt,Level 5 Special Taunt,463,2026-09-11T04:38:28+00:00
4,6,keys,1673901527,3081,Festive Fever,Taunt: The Skating Scorcher,258.22,4–6 keys,258.22 ref,taunt,Level 1-100 Special Taunt,30919,2026-09-11T04:38:28+00:00
2.55,3,keys,1661271505,3081,Festive Fever,Taunt: The Trackman's Touchdown,164.61525,2.55–3 keys,164.62 ref,taunt,Level 1-100 Special Taunt,30917,2026-09-11T04:38:28+00:00
12,12,keys,1769965517,3081,Festive Fever,Taunt: The Victory Lap,774.66,12 keys,774.66 ref,taunt,Level 1-100 Special Taunt,1172,2026-09-11T04:38:28+00:00
3.55,3.55,keys,1679738922,3081,Festive Fever,Taunt: Yeti Smash,229.17025,3.55 keys,229.17 ref,taunt,Level 1-100 Special Taunt,1183,2026-09-11T04:38:28+00:00
5,5,keys,1788620673,3081,Festive Fever,Taunt: Zoomin' Broom,322.775,5 keys,322.78 ref,taunt,Level 1-100 Special Taunt,30672,2026-09-11T04:38:28+00:00
11,11,keys,1759595746,3083,Golden Glimmer,Taunt: Bad Pipes,710.105,11 keys,710.11 ref,taunt,Level 1-100 Special Taunt,30671,2026-09-11T04:38:28+00:00
12,12,keys,1786049477,3083,Golden Glimmer,Taunt: Bucking Bronco,774.66,12 keys,774.66 ref,taunt,Level 1-100 Special Taunt,30618,2026-09-11T04:38:28+00:00
9.5,9.5,keys,1786049412,3083,Golden Glimmer,Taunt: Burstchester,613.2725,9.5 keys,613.27 ref,taunt,Level 1-100 Special Taunt,30621,2026-09-11T04:38:28+00:00
21,21,keys,1781526931,3083,Golden Glimmer,Taunt: Buy a Life,1355.655,21 keys,"1,355.66 ref",taunt,Level 1-100 Special Taunt,1108,2026-09-11T04:38:28+00:00
125,125,keys,1742116420,3083,Golden Glimmer,Taunt: Conga,8069.375,125 keys,"8,069.38 ref",taunt,Level 1-100 Special Taunt,1118,2026-09-11T04:38:28+00:00
7,7,keys,1703756984,3083,Golden Glimmer,Taunt: Deep Fried Desire,451.885,7 keys,451.89 ref,taunt,Level 1-100 Special Taunt,1119,2026-09-11T04:38:28+00:00
17,26,keys,1691309161,3083,Golden Glimmer,Taunt: Didgeridrongo,1097.435,17–26 keys,"1,097.44 ref",taunt,Level 1-100 Special Taunt,30839,2026-09-11T04:38:28+00:00
10,11,keys,1698776084,3083,Golden Glimmer,Taunt: Disco Fever,645.55,10–11 keys,645.55 ref,taunt,Level 1-100 Special Taunt,30762,2026-09-11T04:38:28+00:00
30,30,keys,1711136246,3083,Golden Glimmer,Taunt: Flippin' Awesome,1936.65,30 keys,"1,936.65 ref",taunt,Level 1-100 Special Taunt,1107,2026-09-11T04:38:28+00:00
6.5,7.5,keys,1652881618,3083,Golden Glimmer,Taunt: I See You,419.6075,6.5–7.5 keys,419.61 ref,taunt,Level 1-100 Special Taunt,1116,2026-09-11T04:38:28+00:00
63,63,keys,1651911137,3083,Golden Glimmer,Taunt: Kazotsky Kick,4066.965,63 keys,"4,066.97 ref",taunt,Level 1-100 Special Taunt,1157,2026-09-11T04:38:28+00:00
21,21,keys,1686432968,3083,Golden Glimmer,Taunt: Luxury Lounge,1355.655,21 keys,"1,355.66 ref",taunt,Level 1-100 Special Taunt,30922,2026-09-11T04:38:28+00:00
87,87,keys,1714561463,3083,Golden Glimmer,Taunt: Mannrobics,5616.285,87 keys,"5,616.29 ref",taunt,Level 1-100 Special Taunt,1162,2026-09-11T04:38:28+00:00
12,15,keys,1652370684,3083,Golden Glimmer,Taunt: Oblooterated,774.66,12–15 keys,774.66 ref,taunt,Level 1-100 Special Taunt,1120,2026-09-11T04:38:28+00:00
7.5,7.5,keys,1749543537,3083,Golden Glimmer,Taunt: Party Trick,484.1625,7.5 keys,484.16 ref,taunt,Level 1-100 Special Taunt,1112,2026-09-11T04:38:28+00:00
55,55,keys,1786049468,3083,Golden Glimmer,Taunt: Rancho Relaxo,3550.525,55 keys,"3,550.53 ref",taunt,Level 1-100 Special Taunt,1115,2026-09-11T04:38:28+00:00
63,63,keys,1777710337,3083,Golden Glimmer,"Taunt: Rock, Paper, Scissors",4066.965,63 keys,"4,066.97 ref",taunt,Level 1-100 Special Taunt,1110,2026-09-11T04:38:28+00:00
28,28,keys,1705620636,3083,Golden Glimmer,Taunt: Rocket Jockey,1807.54,28 keys,"1,807.54 ref",taunt,Level 1-100 Special Taunt,31155,2026-09-11T04:38:28+00:00
19,19,keys,1786049424,3083,Golden Glimmer,Taunt: Runner's Rhythm,1226.545,19 keys,"1,226.55 ref",taunt,Level 1-100 Special Taunt,30921,2026-09-11T04:38:28+00:00
